airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air India,2019-06-12,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No Info,9416
Multiple Carriers,2019-06-27,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,9646
Jet Airways,2019-06-03,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No Info,16079
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,18:25:00,760,1.0,In-flight meal not included,9134
Indigo,2019-04-24,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,No Info,14388
Indigo,2019-05-12,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Indigo,2019-05-15,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Air India,2019-05-18,Kolkata,Banglore,09:25:00,17:20:00,1915,2.0,No Info,13616
Air India,2019-03-06,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4435
Indigo,2019-06-12,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,6093
Air India,2019-06-15,Delhi,Cochin,20:00:00,19:15:00,1395,2.0,No Info,11071
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,9314
Spicejet,2019-06-15,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,3597
Indigo,2019-05-24,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No Info,4226
Spicejet,2019-05-12,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,4423
Air India,2019-05-27,Banglore,Delhi,17:00:00,19:45:00,165,0.0,No Info,6961
Jet Airways,2019-06-01,Delhi,Cochin,18:25:00,12:35:00,1090,2.0,No Info,14237
Jet Airways,2019-04-09,Banglore,Delhi,15:50:00,18:45:00,175,0.0,In-flight meal not included,4544
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,10844
Indigo,2019-06-27,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No Info,2754
Air India,2019-06-24,Kolkata,Banglore,14:15:00,16:45:00,150,0.0,No Info,5510
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1.0,In-flight meal not included,9314
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,No Info,13584
Multiple Carriers,2019-03-06,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,15353
Jet Airways,2019-04-01,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,In-flight meal not included,5406
Air India,2019-03-27,Delhi,Cochin,05:55:00,19:15:00,2240,2.0,No Info,8446
Indigo,2019-06-24,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,6442
Indigo,2019-06-15,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,4804
Multiple Carriers,2019-06-06,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,7354
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,9001
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45:00,890,1.0,In-flight meal not included,10661
Indigo,2019-05-27,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,3943
Air India,2019-06-12,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3100
Multiple Carriers,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,1.0,In-flight meal not included,10791
Jet Airways,2019-06-06,Delhi,Cochin,09:25:00,04:25:00,1140,2.0,In-flight meal not included,11992
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,15129
Air India,2019-06-01,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,9929
Indigo,2019-03-09,Delhi,Cochin,16:00:00,01:35:00,575,1.0,No Info,13611
Indigo,2019-03-09,Banglore,New Delhi,22:20:00,01:10:00,170,0.0,No Info,6144
Vistara,2019-03-03,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,8001
Jet Airways,2019-06-12,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,14714
Spicejet,2019-05-09,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No Info,4812
Spicejet,2019-04-01,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3971
Air India,2019-06-24,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,13381
Indigo,2019-03-27,Delhi,Cochin,17:10:00,01:35:00,505,1.0,No Info,6316
Jet Airways,2019-03-21,Delhi,Cochin,07:05:00,18:50:00,705,1.0,No Info,12767
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,12:00:00,890,1.0,In-flight meal not included,9663
Indigo,2019-04-15,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Indigo,2019-03-24,Kolkata,Banglore,15:10:00,20:15:00,305,1.0,No Info,6762
Multiple Carriers,2019-03-09,Delhi,Cochin,00:20:00,07:40:00,440,1.0,In-flight meal not included,13977
Indigo,2019-05-03,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Air Asia,2019-06-09,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,13470
Multiple Carriers,2019-05-09,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,9794
Multiple Carriers,2019-06-09,Delhi,Cochin,11:25:00,19:00:00,455,1.0,No Info,11200
Vistara,2019-06-01,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6741
Spicejet,2019-04-18,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,5515
Air India,2019-03-18,Banglore,New Delhi,13:50:00,18:40:00,1730,1.0,No Info,11161
Jet Airways,2019-06-03,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,10262
Air Asia,2019-05-12,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,5320
Indigo,2019-03-21,Delhi,Cochin,07:20:00,12:30:00,310,1.0,No Info,6388
Air India,2019-05-24,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No Info,13873
Jet Airways,2019-03-09,Mumbai,Hyderabad,06:30:00,08:00:00,90,0.0,In-flight meal not included,4995
Goair,2019-05-09,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,6095
Multiple Carriers,2019-06-03,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,13587
Spicejet,2019-03-01,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No Info,5515
Indigo,2019-04-27,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,4423
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,22:55:00,355,1.0,No Info,14360
Air Asia,2019-04-27,Delhi,Cochin,07:55:00,22:25:00,870,1.0,No Info,6451
Jet Airways,2019-05-24,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4995
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,15129
Indigo,2019-05-09,Kolkata,Banglore,07:10:00,12:40:00,330,1.0,No Info,4864
Air India,2019-06-01,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,10441
Indigo,2019-03-09,Banglore,New Delhi,15:40:00,20:35:00,295,1.0,No Info,5226
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,22:15:00,330,1.0,No Info,13774
Jet Airways,2019-05-27,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,16079
Air India,2019-03-15,Banglore,New Delhi,11:50:00,11:35:00,1425,1.0,No Info,6982
Indigo,2019-05-18,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,7191
Air Asia,2019-06-01,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,4483
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,In-flight meal not included,9899
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,No Info,13731
Spicejet,2019-05-06,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,4491
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No Info,13941
Air India,2019-03-03,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,16352
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,7826
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,19:00:00,780,1.0,No Info,12524
Jet Airways,2019-03-21,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No Info,13244
Indigo,2019-04-24,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No Info,5636
Jet Airways,2019-06-09,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No Info,13376
Jet Airways,2019-06-27,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,3210
Air India,2019-05-06,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Goair,2019-03-15,Banglore,New Delhi,07:45:00,10:40:00,175,0.0,No Info,5706
Jet Airways,2019-05-09,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,No Info,15554
Indigo,2019-05-09,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4804
Jet Airways,2019-03-21,Delhi,Cochin,22:00:00,04:25:00,385,1.0,No Info,12242
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,9663
Indigo,2019-04-27,Delhi,Cochin,08:35:00,16:10:00,455,1.0,No Info,6442
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,18:00:00,505,1.0,In-flight meal not included,12384
Vistara,2019-06-06,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
Goair,2019-04-12,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,6722
Jet Airways,2019-04-27,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,15129
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,09:45:00,1450,1.0,In-flight meal not included,9314
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,20:20:00,875,1.0,No Info,27992
Spicejet,2019-06-15,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841
Indigo,2019-06-09,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No Info,6442
Multiple Carriers,2019-06-12,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,9646
Indigo,2019-03-27,Mumbai,Hyderabad,20:05:00,21:35:00,90,0.0,No Info,2227
Indigo,2019-04-12,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4990
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,10:55:00,1520,1.0,No Info,10953
Indigo,2019-06-18,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No Info,2754
Indigo,2019-06-15,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Jet Airways,2019-03-27,Delhi,Cochin,16:00:00,04:25:00,745,1.0,No Info,12242
Indigo,2019-05-18,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,6347
Jet Airways,2019-03-06,Banglore,New Delhi,21:25:00,05:05:00,460,1.0,No Info,19225
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,In-flight meal not included,8586
Jet Airways,2019-06-24,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,6478
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,10:45:00,1655,1.0,No Info,8505
Indigo,2019-03-06,Delhi,Cochin,14:20:00,22:20:00,480,1.0,No Info,7451
Multiple Carriers,2019-06-09,Delhi,Cochin,11:40:00,19:00:00,440,1.0,No Info,11789
Jet Airways,2019-03-06,Delhi,Cochin,19:45:00,19:45:00,1440,1.0,No Info,17024
Air India,2019-03-03,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No Info,21571
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,11667
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,18:50:00,1385,1.0,No Info,12347
Air India,2019-05-01,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No Info,8891
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,10262
Spicejet,2019-06-01,Kolkata,Banglore,14:55:00,17:25:00,150,0.0,No check-in baggage included,3841
Indigo,2019-05-27,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No Info,5224
Air India,2019-06-24,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,5201
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,9732
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,13029
Goair,2019-06-03,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,6976
Indigo,2019-03-27,Delhi,Cochin,15:00:00,01:35:00,635,1.0,No Info,8075
Air India,2019-06-09,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,12199
Jet Airways,2019-03-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No Info,2017
Multiple Carriers,2019-03-21,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,9845
Air India,2019-03-12,Mumbai,Hyderabad,19:40:00,09:10:00,810,2.0,No Info,11647
Jet Airways,2019-04-06,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Indigo,2019-03-09,Banglore,New Delhi,10:30:00,13:20:00,170,0.0,No Info,6860
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,14151
Air Asia,2019-03-09,Banglore,New Delhi,05:50:00,08:40:00,170,0.0,No Info,7652
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,12:35:00,1040,1.0,In-flight meal not included,12373
Spicejet,2019-05-06,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Multiple Carriers,2019-03-03,Delhi,Cochin,13:55:00,21:00:00,425,1.0,No Info,17057
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,No Info,11467
Air India,2019-03-27,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,5117
Spicejet,2019-06-18,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Multiple Carriers,2019-03-27,Delhi,Cochin,04:45:00,19:15:00,870,1.0,No Info,7574
Indigo,2019-06-09,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,04:25:00,335,1.0,In-flight meal not included,12898
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,600,1.0,In-flight meal not included,12373
Spicejet,2019-04-27,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
Spicejet,2019-05-18,Kolkata,Banglore,15:55:00,21:25:00,330,1.0,No Info,8224
Jet Airways,2019-06-12,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,10262
Multiple Carriers,2019-05-09,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,7575
Air India,2019-04-24,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Jet Airways,2019-05-27,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,12898
Air India,2019-03-27,Delhi,Cochin,13:20:00,07:40:00,1100,2.0,No Info,10178
Indigo,2019-05-15,Delhi,Cochin,11:25:00,21:00:00,575,1.0,No Info,6979
Air India,2019-03-09,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,19681
Spicejet,2019-05-06,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3311
Air India,2019-05-12,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,3100
Jet Airways,2019-06-01,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,8016
Air India,2019-05-27,Delhi,Cochin,17:15:00,07:40:00,865,2.0,No Info,13879
Air India,2019-03-21,Banglore,New Delhi,08:15:00,23:10:00,895,1.0,No Info,4943
Air Asia,2019-05-01,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,5192
Jet Airways,2019-06-06,Delhi,Cochin,09:00:00,19:00:00,600,1.0,No Info,14714
Multiple Carriers,2019-06-03,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No Info,11200
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,11:30:00,450,1.0,No Info,14973
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,In-flight meal not included,10844
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,6959
Air India,2019-03-01,Banglore,New Delhi,06:10:00,08:55:00,165,0.0,No Info,15676
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,07:40:00,1200,1.0,No Info,16736
Indigo,2019-06-09,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3597
Indigo,2019-03-09,Kolkata,Banglore,05:30:00,08:20:00,170,0.0,No Info,4148
Indigo,2019-06-21,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2227
Jet Airways,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,1950,2.0,In-flight meal not included,9254
Air Asia,2019-06-03,Delhi,Cochin,20:45:00,06:35:00,590,1.0,No Info,11410
Air India,2019-04-09,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4460
Air India,2019-06-21,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,3100
Indigo,2019-05-01,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Spicejet,2019-05-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No Info,2017
Air India,2019-06-09,Mumbai,Hyderabad,15:00:00,16:25:00,85,0.0,No Info,3100
Jet Airways,2019-05-09,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,12373
Indigo,2019-04-12,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4174
Air India,2019-05-06,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,5228
Air Asia,2019-05-09,Delhi,Cochin,07:55:00,13:25:00,330,1.0,No Info,6751
Jet Airways,2019-06-24,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,8016
Indigo,2019-06-15,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,6442
Air India,2019-03-21,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,6482
Indigo,2019-06-01,Banglore,Delhi,16:55:00,19:45:00,170,0.0,No Info,4823
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,18:15:00,1335,1.0,No Info,12681
Air India,2019-03-01,Banglore,New Delhi,11:05:00,19:50:00,525,1.0,1 Long layover,14594
Multiple Carriers,2019-05-15,Delhi,Cochin,08:30:00,19:00:00,630,1.0,No Info,9627
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No Info,12819
Jet Airways,2019-05-27,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No Info,15129
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,10844
Multiple Carriers,2019-03-03,Delhi,Cochin,18:00:00,01:35:00,455,1.0,No Info,17703
Air India,2019-03-21,Delhi,Cochin,13:20:00,19:15:00,1795,2.0,No Info,8708
Indigo,2019-04-01,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4174
Vistara,2019-06-06,Kolkata,Banglore,20:20:00,22:40:00,1580,1.0,No Info,8662
Jet Airways,2019-06-27,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No Info,14714
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,19:45:00,1285,1.0,No Info,17024
Multiple Carriers,2019-03-09,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,13082
Indigo,2019-05-21,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,7228
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,04:25:00,450,1.0,No Info,14924
Multiple Carriers,2019-06-01,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,13377
Indigo,2019-06-27,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Air India,2019-06-06,Kolkata,Banglore,17:30:00,20:25:00,1615,1.0,No Info,10413
Indigo,2019-05-01,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,19:00:00,560,2.0,No Info,15129
Air India,2019-05-09,Delhi,Cochin,06:10:00,23:00:00,1010,1.0,No Info,7174
Air India,2019-05-27,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,10467
Jet Airways,2019-06-12,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,8016
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,16:20:00,1575,1.0,In-flight meal not included,10844
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,04:25:00,550,1.0,No Info,14714
Air Asia,2019-05-12,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,5216
Jet Airways,2019-06-27,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,In-flight meal not included,10262
Indigo,2019-06-06,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No Info,6838
Jet Airways,2019-05-06,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Goair,2019-05-09,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,5842
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,19:50:00,1495,1.0,In-flight meal not included,10844
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,09:10:00,1395,1.0,No Info,10842
Indigo,2019-06-12,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,22:05:00,750,1.0,No Info,14151
Indigo,2019-06-03,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,5224
Air India,2019-06-27,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10975
Multiple Carriers,2019-06-15,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,8614
Air India,2019-06-09,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No Info,7690
Spicejet,2019-03-01,Mumbai,Hyderabad,05:45:00,07:05:00,80,0.0,No Info,12475
Spicejet,2019-05-03,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,4991
Vistara,2019-05-21,Kolkata,Banglore,17:00:00,18:50:00,1550,1.0,No Info,9345
Jet Airways,2019-05-21,Delhi,Cochin,23:05:00,04:25:00,1760,2.0,No Info,15129
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,14:25:00,1285,1.0,No Info,13067
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,12:00:00,890,1.0,In-flight meal not included,10844
Spicejet,2019-04-27,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,4423
Air India,2019-03-01,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,15385
Multiple Carriers,2019-05-27,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,7198
Spicejet,2019-05-09,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Jet Airways,2019-06-27,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,15544
Indigo,2019-03-03,Delhi,Cochin,04:55:00,16:10:00,675,1.0,No Info,8513
Air Asia,2019-04-18,Banglore,Delhi,04:55:00,07:45:00,170,0.0,No Info,4282
Indigo,2019-05-15,Delhi,Cochin,17:10:00,01:30:00,500,1.0,No Info,6979
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,10844
Indigo,2019-03-01,Banglore,New Delhi,22:20:00,01:10:00,170,0.0,No Info,11934
Air India,2019-05-15,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No Info,9941
Multiple Carriers,2019-05-09,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,7787
Air India,2019-03-09,Banglore,New Delhi,10:00:00,12:45:00,165,0.0,No Info,7801
Air India,2019-05-03,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,3100
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,04:25:00,1760,2.0,In-flight meal not included,11150
Jet Airways,2019-03-15,Banglore,New Delhi,14:05:00,08:15:00,1090,1.0,In-flight meal not included,9134
Air Asia,2019-03-24,Kolkata,Banglore,19:35:00,22:05:00,150,0.0,No Info,5964
Jet Airways,2019-06-21,Delhi,Cochin,11:00:00,14:15:00,195,0.0,No Info,9564
Jet Airways,2019-04-09,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No Info,9483
Air India,2019-03-03,Banglore,New Delhi,08:50:00,11:10:00,1580,2.0,No Info,12599
Jet Airways,2019-03-27,Mumbai,Hyderabad,02:55:00,04:25:00,90,0.0,No Info,5678
Goair,2019-04-15,Delhi,Cochin,07:25:00,13:35:00,370,1.0,No Info,5052
Indigo,2019-06-03,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,5644
Indigo,2019-03-06,Mumbai,Hyderabad,06:20:00,07:45:00,85,0.0,No Info,4784
Spicejet,2019-03-24,Mumbai,Hyderabad,22:45:00,00:10:00,85,0.0,No check-in baggage included,2175
Spicejet,2019-04-27,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3971
Spicejet,2019-03-09,Chennai,Kolkata,09:30:00,12:05:00,155,0.0,No Info,6300
Spicejet,2019-03-18,Mumbai,Hyderabad,13:10:00,14:30:00,80,0.0,No check-in baggage included,2385
Multiple Carriers,2019-03-03,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No Info,15135
Goair,2019-06-09,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,6354
Jet Airways,2019-05-24,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Indigo,2019-03-01,Banglore,New Delhi,13:40:00,18:35:00,295,1.0,No Info,8707
Jet Airways,2019-06-01,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,13344
Multiple Carriers,2019-04-27,Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,6093
Air India,2019-06-06,Kolkata,Banglore,12:00:00,13:15:00,1515,1.0,No Info,7662
Air India,2019-05-27,Delhi,Cochin,20:00:00,19:15:00,1395,1.0,No Info,8372
Air India,2019-03-12,Mumbai,Hyderabad,10:05:00,19:10:00,545,2.0,No Info,9736
Indigo,2019-03-27,Delhi,Cochin,02:05:00,07:25:00,320,1.0,No Info,4744
Multiple Carriers,2019-03-03,Delhi,Cochin,09:10:00,18:50:00,580,1.0,No Info,15135
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,05:05:00,1400,1.0,No Info,13555
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,In-flight meal not included,10539
